"slug","legal_name","brand_name","primary_category","website","verification_status","reason"
"soti-investments","Soti Investments Limited","Soti Investments","payment-terminal-service-provider","","officially-verified","official-website-and-logo-source-required"
"soti-payment","Soti Payment Limited","Soti Payment","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"source-insurance-brokers","source Insurance Brokers Ltd","source Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"sparkling-wave-investment-company","SPARKLING WAVE INVESTMENT COMPANY LIMITED","SPARKWAVE CREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"spay-business-solutions","Spay Business Solutions Limited","Spay Business Solutions","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"specon-insurance-brokers","Specon Insurance Brokers Ltd","Specon Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"speedy-insurance-brokers","Speedy Insurance Brokers Ltd","Speedy Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"flashcredit","FLASHCREDIT NIGERIA LIMITED","SPEEDYFINANCE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"splendid-insurance-brokers","Splendid Insurance Brokers Ltd","Splendid Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"spout-payment-solutions","Spout Payment Solutions","Spout Payment Solutions","super-agent","","officially-verified","official-website-and-logo-source-required"
"sprontly-tech","SPRONTLY TECH LIMITED","SPRONTLY MOBILE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"sproutly-tech","SPROUTLY TECH LIMITED","SPROUTLY MOBILE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"square-four-insurance-brokers","SQUARE-FOUR INSURANCE BROKERS LIMITED","SQUARE-FOUR INSURANCE BROKERS","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"staco-insurance","STACO Insurance Plc","STACO Insurance","insurer","","officially-verified","official-website-and-logo-source-required"
"stalwart-insurance-brokers-l-t-d","Stalwart Insurance Brokers L.t.d","Stalwart Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"stanbic-ibtc-insurance","Stanbic IBTC Insurance Ltd","Stanbic IBTC Insurance","insurer","","officially-verified","official-website-and-logo-source-required"
"stanbic-ibtc-insurance-brokers","Stanbic IBTC Insurance Brokers Ltd","Stanbic IBTC Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"stanbic-ibtc-pension-managers","Stanbic IBTC Pension Managers Limited","Stanbic IBTC Pension Managers","pension-fund-administrator","","officially-verified","official-website-and-logo-source-required"
"standard-insurance-consultants-l-t-d","Standard Insurance consultants L.t.d","Standard Insurance consultants L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"standout-insurance-brokers","Standout Insurance Brokers Ltd","Standout Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"stanley-morgan-insurance-brokers","Stanley Morgan Insurance Brokers Ltd","Stanley Morgan Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"star-insurance-brokers","Star Insurance Brokers Ltd","Star Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"antsee","ANTSEE NIGERIA LIMITED","STARCASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"steller-finance-company","STELLER FINANCE COMPANY LIMITED","STARCREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"stargate-insurance-brokers","Stargate Insurance Brokers Ltd","Stargate Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"starpost-advance","STARPOST ADVANCE LIMITED","STARPOST ADVANCE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"starship-insurance-brokers","Starship Insurance Brokers Ltd","Starship Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"stash-fintech","STASH FINTECH LIMITED","STASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"stonebridge-insurance-brokers","Stonebridge Insurance Brokers Ltd","Stonebridge Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"strategic-alliance-insurance-brokers","Strategic Alliance Insurance Brokers Ltd","Strategic Alliance Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"strategic-insurance-brokers","Strategic Insurance Brokers Ltd","Strategic Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"stremvans-investment","STREMVANS INVESTMENT LIMITED","STREMVANS","digital-lender","","officially-verified","official-website-and-logo-source-required"
"subtle-insurance-brokers-l-t-d","Subtle Insurance Brokers L.t.d","Subtle Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"summerfield-insurance-brokers-l-t-d","Summerfield Insurance Brokers L.t.d","Summerfield Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"pivotaliz-innovation","PIVOTALIZ INNOVATION LTD","SUNBAY CREDIT LOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"sunlay-insurance-brokers","Sunlay Insurance Brokers Ltd","Sunlay Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"sunlight-insurance-brokers","Sunlight Insurance Brokers Ltd","Sunlight Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"sunny-cyber-technology","SUNNY CYBER TECHNOLOGY NIGERIA LIMITED","SUNNYCREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"apexn-path-tech-limited-company","APEXN PATH TECH LIMITED COMPANY","SUPERCASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"rexen-fintech","REXEN FINTECH LIMITED","SUPERWALLET","digital-lender","","officially-verified","official-website-and-logo-source-required"
"supplysmart","Supplysmart Nigeria Limited","Supplysmart","super-agent","","officially-verified","official-website-and-logo-source-required"
"supreme-adequate-insurance-brokers","Supreme Adequate Insurance Brokers Ltd","Supreme Adequate Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"supreme-equitable-insurance-brokers-l-t-d","Supreme Equitable Insurance Brokers L.t.d","Supreme Equitable Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"supreme-help-co-operative-society","SUPREME HELP CO-OPERATIVE SOCIETY LIMITED","SUPREME HELP CO-OPERATIVE SOCIETY","digital-lender","","officially-verified","official-website-and-logo-source-required"
"supreme-trust-insurance-brokers","Supreme Trust Insurance Brokers Ltd","Supreme Trust Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"suremark-insurance-brokers","Suremark Insurance Brokers Ltd","Suremark Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"swat-insurance-brokers","SWAT Insurance Brokers Ltd","SWAT Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"swift-link-nz-global-services","Swift Link-Nz Global Services Ltd","Swift Link-Nz Global Services","super-agent","","officially-verified","official-website-and-logo-source-required"
"swift-paygate","Swift Paygate Limited","Swift Paygate","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"doja-lemaire-global","DOJA LEMAIRE GLOBAL LIMITED","SWIFUND","digital-lender","","officially-verified","official-website-and-logo-source-required"
"swwipe-financial-services","SWWIPE Financial Services Limited","SWWIPE Financial Services","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"t-and-c-insurance-brokers","T & C Insurance Brokers Ltd","T & C Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"t-a-braithwaite-insurance-brokers-and-co","T.A Braithwaite (Insurance Brokers) & CO. Ltd","T.A Braithwaite (Insurance Brokers) & CO.","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"tagora-finance-services","TAGORA FINANCE SERVICES LIMITED","TAGORA LOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"tall-man-insurance-brokers-l-t-d","Tall Man Insurance Brokers L.t.d","Tall Man Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"tangerine-apt-pensions","Tangerine APT Pensions Limited","Tangerine APT Pensions","pension-fund-administrator","","officially-verified","official-website-and-logo-source-required"
"creditech-technology","CREDITECH TECHNOLOGY LIMITED","TAP CASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"taptap-send-uk","TAPTAP SEND UK LIMITED","TAPTAP SEND UK","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"tarafin-service","TARAFIN SERVICE LTD","TARACREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"tripodbase","TRIPODBASE LIMITED","TASERE LOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"tcf-services","TCF SERVICES LIMITED","TCF SERVICES","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"teamapt","Teamapt Limited","Teamapt","switching-processing","","officially-verified","official-website-and-logo-source-required"
"teasy-international-company","Teasy International Company Ltd","Teasy International Company","mobile-money-operator","","officially-verified","official-website-and-logo-source-required"
"technest","TECHNEST LIMITED","TECHNEST","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"technique-international-insurance-brokers","Technique International Insurance Brokers Ltd","Technique International Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"teinnovate-capital","Teinnovate Capital Limited","Teinnovate Capital","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"temple-insurance-brokers","Temple Insurance Brokers Ltd","Temple Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"tenn-microfinance-bank","TENN MICROFINANCE BANK LIMITED","TENN-MOBILE BANKING","digital-lender","","officially-verified","official-website-and-logo-source-required"
"terra-switching-and-processing-company","Terra Switching & Processing Company Limited","Terra Switching & Processing Company","switching-processing","","officially-verified","official-website-and-logo-source-required"
"tgipay","Tgipay Limited","Tgipay","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"thames-insurance-brokers-and-risk-managers","THAMES INSURANCE BROKERS & RISK MANAGERS LTD","THAMES INSURANCE BROKERS & RISK MANAGERS","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"the-infrastructure-bank","The Infrastructure Bank Plc","The Infrastructure Bank","development-finance-institution","","officially-verified","official-website-and-logo-source-required"
"the-lenders","THE LENDERS LIMITED","THE LENDERS","digital-lender","","officially-verified","official-website-and-logo-source-required"
"the-united-african-insurance-brokers","The United African Insurance Brokers Ltd","The United African Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"thomas-insurance-brokers-l-t-d","Thomas Insurance Brokers L.t.d","Thomas Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"thornedge-insurance-brokers-l-t-d","Thornedge Insurance Brokers L.t.d","Thornedge Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"threshold-insurance-brokers","THRESHOLD INSURANCE BROKERS LIMITED","THRESHOLD INSURANCE BROKERS","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"thrive-combined-all-risk-insurance-brokers","Thrive (Combined All Risk) Insurance Brokers Ltd","Thrive (Combined All Risk) Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"hollandale","HOLLANDALE NIGERIA LIMITED","TIGER CREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"tikva-insurance-brokers","Tikva Insurance Brokers Limited","Tikva Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"tip-insurance-brokers","TIP Insurance Brokers Ltd","TIP Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"titan-insurance-brokers","Titan Insurance Brokers Ltd","Titan Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"tiva-finance-services","TIVA FINANCE SERVICES LIMITED","TIVA MOBILE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"giasun-technology","GIASUN TECHNOLOGY NIGERIA LIMITED","TLOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"tonimas-insurance-brokers-l-t-d","Tonimas Insurance Brokers L.t.d","Tonimas Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"top-bracket-insurance-brokers","Top Bracket Insurance Brokers Ltd","Top Bracket Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"maywood-lending","MAYWOOD LENDING LIMITED","TOP CREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"truepoint-top","TRUEPOINT TOP LIMITED","TOPCASHNOW","digital-lender","","officially-verified","official-website-and-logo-source-required"
"magnet-lending","MAGNET LENDING LIMITED","TOPCHANCE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"tajow-investment","TAJOW INVESTMENT LIMITED","TOPCREDIT.COM.NG","digital-lender","","officially-verified","official-website-and-logo-source-required"
"topflight-insurance-brokers","Topflight Insurance Brokers Ltd","Topflight Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"transactium","TRANSACTIUM LIMITED","TOPLEND LOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"total-exposure-insurance-brokers","Total Exposure Insurance Brokers Ltd","Total Exposure Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"total-security-insurance-brokers-l-t-d","Total Security Insurance Brokers L.t.d","Total Security Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"touch-and-pay-technologies","Touch & Pay Technologies Limited","Touch & Pay Technologies","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"traction-payments","Traction Payments Ltd","Traction Payments","super-agent","","officially-verified","official-website-and-logo-source-required"
"ta-prime","TA PRIME LIMITED","TRACTIONAPP","digital-lender","","officially-verified","official-website-and-logo-source-required"
"trade-lenda-com","TRADE LENDA COM LIMITED","TRADE LENDA WEB","digital-lender","","officially-verified","official-website-and-logo-source-required"
"trademark-insurance-brokers","TradeMark Insurance Brokers Ltd","TradeMark Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"trailblazers-insurance-brokers","Trailblazers Insurance Brokers Ltd","Trailblazers Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"transactworld-digital-services","Transactworld Digital Services Limited","Transactworld Digital Services","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"transbill-solution","Transbill Solution Limited","Transbill Solution","super-agent","","officially-verified","official-website-and-logo-source-required"
"transfercorp-limited-vfd-group","TRANSFERCORP LIMITED/VFD GROUP","TRANSFERCORP LIMITED/VFD GROUP","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"transkredit-finance","TRANSKREDIT FINANCE LIMITED","TRANSKREDIT LOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"transparency-scape-insurance-brokers","Transparency Scape Insurance Brokers","Transparency Scape Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"treager-integrated-services","Treager Integrated Services Ltd","Treager Integrated Services","digital-broker","","officially-verified","official-website-and-logo-source-required"
"treasure-coast-insurance-brokers-l-t-d","Treasure Coast Insurance Brokers L.t.d","Treasure Coast Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"tribute-insurance-brokers","Tribute Insurance Brokers Ltd","Tribute Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"triple-resouces-insurance-brokers-l-t-d","Triple Resouces Insurance Brokers L.t.d","Triple Resouces Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"tripod-insurance-brokers-l-t-d","Tripod Insurance Brokers L.t.d","Tripod Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"tripplebis-insurance-brokers","Tripplebis Insurance Brokers Ltd","Tripplebis Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"triumph-insurance-brokers","Triumph Insurance Brokers Ltd","Triumph Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"trivista-capital","TRIVISTA CAPITAL LIMITED","TRIVISTA","digital-lender","","officially-verified","official-website-and-logo-source-required"
"quantimo-solution","QUANTIMO SOLUTION LIMITED","TROO CREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"trovotech","Trovotech Ltd","Trovotech","crypto-vasp","","officially-verified","official-website-and-logo-source-required"
"kudi-pally-tech","KUDI PALLY TECH LIMITED","TRUE LOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"samued-tech","SAMUED TECH NIGERIA LIMITED","TRUE MONEY","digital-lender","","officially-verified","official-website-and-logo-source-required"
"truebond-insurance-brokers","Truebond Insurance Brokers Ltd","Truebond Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"truevine-insurance-brokers","Truevine Insurance Brokers Ltd","Truevine Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"trust-forte-insurance-brokers","Trust Forte Insurance Brokers Ltd","Trust Forte Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"trust-house-insurance-brokers","Trust House Insurance Brokers Ltd","Trust House Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"trustbanc-j6-microfinance-bank","TRUSTBANC J6 MICROFINANCE BANK","TRUSTBANC PRIME","digital-lender","","officially-verified","official-website-and-logo-source-required"
"credio-banco","CREDIO BANCO LIMITED","TRUSTCASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"trusted-risk-managers-trm-insurance-brokers","Trusted Risk Managers (TRM) Insurance Brokers Ltd","Trusted Risk Managers (TRM) Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"trustfund-pensions","Trustfund Pensions Limited","Trustfund Pensions","pension-fund-administrator","","officially-verified","official-website-and-logo-source-required"
"trustland-dominion-sbj-elite-trust-insurance-bro","Trustland (Dominion SBJ Elite Trust) Insurance Bro","Trustland (Dominion SBJ Elite Trust) Insurance Bro","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"trustlink-insurance-brokers","Trustlink Insurance Brokers Ltd","Trustlink Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"trustville-insurance-brokers","Trustville Insurance Brokers Ltd","Trustville Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"trusty-financial-technologies","TRUSTY FINANCIAL TECHNOLOGIES","TRUSTY","digital-lender","","officially-verified","official-website-and-logo-source-required"
"gilgal-finance","GILGAL FINANCE LIMITED","TUSH CREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"skitlone","SKITLONE NIGERIA LIMITED","TWALELOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"ua-insurance-brokers","UA Insurance Brokers Ltd","UA Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"uba-pensions-custodian","UBA Pensions Custodian Limited","UBA Pensions Custodian","pension-fund-custodian","","officially-verified","official-website-and-logo-source-required"
"carefree-technology","CAREFREE TECHNOLOGY LIMITED","UBER CREDI","digital-lender","","officially-verified","official-website-and-logo-source-required"
"ubl-insurance-brokers","UBL Insurance Brokers Ltd","UBL Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"ucplus-advance","UCPLUS ADVANCE LIMITED","UC SALARY LOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"piska-technology","PISKA TECHNOLOGY NIGERIA LIMITED","ULTRA CASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"umba-digital-solutions","UMBA DIGITAL SOLUTIONS LIMITED","UMBA MOBILE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"soar-global-tech-services","SOAR-GLOBAL TECH SERVICES LIMITED","UNI KASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"unified-payment-services","Unified Payment Services Limited","Unified Payment Services","clearing-house","","officially-verified","official-website-and-logo-source-required"
"union-commercial-insurance-brokers","Union Commercial Insurance Brokers Ltd","Union Commercial Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"gromonee-investment","GROMONEE INVESTMENT LIMITED","UNION MONEE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"uniongate-insurance-brokers","Uniongate Insurance Brokers Ltd","Uniongate Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"unionpay-international","Unionpay International","Unionpay International","card-scheme","","officially-verified","official-website-and-logo-source-required"
"unique-fusion-insurance-brokeers-l-t-d","Unique Fusion Insurance Brokeers L.t.d","Unique Fusion Insurance Brokeers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"uniswitch-technology","Uniswitch Technology Limited","Uniswitch Technology","switching-processing","","officially-verified","official-website-and-logo-source-required"
"united-vanguard-insurance-brokers","United Vanguard Insurance Brokers Ltd","United Vanguard Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"universal-assurance-consult-brokers-l-t-d","Universal Assurance Consult Brokers L.t.d","Universal Assurance Consult Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"unlimint","Unlimint Nigeria Ltd","Unlimint","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"crossroad-e-payment-systems","CROSSROAD E-PAYMENT SYSTEMS LIMITED","UNLOCKCASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"upperlink","Upperlink Limited","Upperlink","super-agent","","officially-verified","official-website-and-logo-source-required"
"ugt-technologies","UGT TECHNOLOGIES LIMITED","URGENT10K","digital-lender","","officially-verified","official-website-and-logo-source-required"
"utib-insurance-brokers-l-t-d","UTIB Insurance Brokers L.t.d","UTIB Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"utmost-good-faith-insurance-brokers","Utmost Good Faith Insurance Brokers Limited","Utmost Good Faith Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"utopia-insurance-brokers","Utopia Insurance Brokers Ltd","Utopia Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"valanis-insurace-brokers","VALANIS INSURACE BROKERS","VALANIS INSURACE BROKERS","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"vale-finance","VALE FINANCE LIMITED","VALE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"valid-insurance-brokers","Valid Insurance Brokers Ltd","Valid Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"value-driver-technology-solution","VALUE DRIVER TECHNOLOGY SOLUTION LTD","VALUE CREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"value-edge-insurance-brokers","Value Edge Insurance Brokers Ltd","Value Edge Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"value-payment-solutions","Value Payment Solutions Limited","Value Payment Solutions","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"vas2net-technologies","Vas2net Technologies Ltd","Vas2net Technologies","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"vatebra-pay","Vatebra Pay Limited","Vatebra Pay","super-agent","","officially-verified","official-website-and-logo-source-required"
"veendhq","VEENDHQ LIMITED","VEEND","digital-lender","","officially-verified","official-website-and-logo-source-required"
"velocity-transfers","VELOCITY TRANSFERS LIMITED","VELOCITY TRANSFERS","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"eatonhil-investment","EATONHIL INVESTMENT LIMITED","VENDOR CREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"eatonhill-investment","EATONHILL INVESTMENT LIMITED","VENDOR CREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"vendy","Vendy Limited","Vendy","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"venture-garden","Venture Garden Nigeria Limited","Venture Garden","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"venture-garden-group","VENTURE GARDEN GROUP","VENTURE GARDEN GROUP","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"veritas-kapital-assurance","Veritas Kapital Assurance","Veritas Kapital Assurance","insurer","","officially-verified","official-website-and-logo-source-required"
"vertex-microinsurance-company","Vertex Microinsurance Company Ltd","Vertex Microinsurance Company","insurer","","officially-verified","official-website-and-logo-source-required"
"verve-insurance-brokers-l-t-d","Verve Insurance Brokers L.t.d","Verve Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"verve-international","Verve International","Verve International","card-scheme","","officially-verified","official-website-and-logo-source-required"
"vestrapay","Vestrapay Nigeria Limited","Vestrapay","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"vibe-insurance-brokers","Vibe Insurance Brokers Ltd","Vibe Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"instawave-internet-technology","INSTAWAVE INTERNET TECHNOLOGY","VIBECREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"vibrant-insurance-brokers","Vibrant Insurance Brokers Ltd","Vibrant Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"victory-insurance-brokers-l-t-d","Victory Insurance Brokers L.t.d","Victory Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"sipan-finance","SIPAN FINANCE NIGERIA LIMITED","VIDUS LOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"viewpoint-insurance-brokers","VIEWPOINT INSURANCE BROKERS LTD","VIEWPOINT INSURANCE BROKERS","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"virtusso-marvellous-insurance-brokers-l-t-d","Virtusso (Marvellous) Insurance Brokers L.t.d","Virtusso (Marvellous) Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"visa-international-service-association","Visa International Service Association","Visa International Service Association","card-scheme","","officially-verified","official-website-and-logo-source-required"
"vision-trust-insurance-brokers-l-t-d","Vision Trust Insurance Brokers L.t.d","Vision Trust Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"visual-ict","Visual ICT Limited","Visual ICT","mobile-money-operator","","officially-verified","official-website-and-logo-source-required"
"altracred-finance-investment","ALTRACRED FINANCE INVESTMENT LIMITED","VKASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"voguepay-web-solution","Voguepay Web Solution Limited","Voguepay Web Solution","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"voyse-technologies-nigeria","VOYSE TECHNOLOGIES (NIGERIA) LIMITED","VOYSE TECHNOLOGIES (NIGERIA)","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"vtnetwork","VTNetwork Limited","VTNetwork","mobile-money-operator","","officially-verified","official-website-and-logo-source-required"
"revent-global-finance","REVENT GLOBAL FINANCE LIMITED","VYBECASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"verizon-been-technology","VERIZON-BEEN TECHNOLOGY LIMITED","VZCREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"waltham-insurance-brokers","Waltham Insurance Brokers Ltd","Waltham Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"nefertiti-assets-and-investment","NEFERTITI ASSETS & INVESTMENT LTD","WATU SIMU","digital-lender","","officially-verified","official-website-and-logo-source-required"
"waxed-mobile","Waxed Mobile Nigeria Ltd","Waxed Mobile","super-agent","","officially-verified","official-website-and-logo-source-required"
"waya-multilinks-technologies","Waya Multilinks Technologies Limited","Waya Multilinks Technologies","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"creditwave-finance","CREDITWAVE FINANCE LIMITED","WEB PORTAL.","digital-lender","","officially-verified","official-website-and-logo-source-required"
"webb-insurance-brokers","Webb Insurance Brokers Ltd","Webb Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"wecare-insurance-brokers","Wecare Insurance Brokers Ltd","Wecare Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"mino-sparks","MINO SPARKS LIMITED","WEKASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
