"slug","legal_name","brand_name","aliases","primary_category","categories","country_code","nigeria_presence","regulators","licence_types","regulatory_status","verification_status","website","source_urls","source_types","source_retrieved_at","logo_slug","added_at","updated_at"
"a1-capital-solution","A1 CAPITAL SOLUTION LIMITED","A1 CREDIT","A1 CAPITAL SOLUTION LIMITED|A1 CREDIT","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"ab-microfinance-bank-nigeria","AB Microfinance Bank Nigeria Limited","AB Microfinance Bank","AB Microfinance Bank Nigeria Limited","microfinance-bank","microfinance-bank","NG","market-only","","","status-unknown","market-verified","https://ab-mfbnigeria.com/","https://ab-mfbnigeria.com/","official-website","2026-07-13","","2026-07-13","2026-07-13"
"abasco-insurance-brokers","ABASCO INSURANCE BROKERS LTD","ABASCO INSURANCE BROKERS","ABASCO INSURANCE BROKERS LTD|RBC-1098","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"abbey-insurance-brokers","Abbey Insurance Brokers Ltd","Abbey Insurance Brokers","Abbey Insurance Brokers Ltd|RBC-841","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"abeg-technologies","Abeg Technologies Limited","Abeg Technologies","Abeg Technologies Limited","mobile-money-operator","mobile-money-operator","NG","nigerian-company","CBN","Mobile money operator","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"abia-insurance-brokers","Abia Insurance Brokers Ltd","Abia Insurance Brokers","Abia Insurance Brokers Ltd|RBC-732","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"ability-insurance-brokers","ABILITY INSURANCE BROKERS LTD","ABILITY INSURANCE BROKERS","ABILITY INSURANCE BROKERS LTD|RBC-1108","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"abottmax","ABOTTMAX LIMITED","ABOTTMAX","ABOTTMAX|ABOTTMAX LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"absolute-insurance-brokers","ABSOLUTE INSURANCE BROKERS LIMITED","ABSOLUTE INSURANCE BROKERS","ABSOLUTE INSURANCE BROKERS LIMITED|RBC-1182","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"accelerex-networks","Accelerex Networks Limited","Accelerex Networks","Accelerex Networks Limited","super-agent","super-agent","NG","nigerian-company","CBN","Super-agent","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"acceptance-insurance-brokers","Acceptance Insurance Brokers Ltd","Acceptance Insurance Brokers","Acceptance Insurance Brokers Ltd|RBC-618","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"access-arm-pensions","Access ARM Pensions Limited","Access ARM Pensions","Access ARM Pensions Limited","pension-fund-administrator","pension-fund-administrator","NG","nigerian-company","PenCom","Pension fund administrator","active","officially-verified","","https://www.pencom.gov.ng/pension-fund-administrators/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"access-bank","Access Bank Plc","Access Bank","Access Bank Plc","commercial-bank","commercial-bank","NG","nigerian-company","CBN","Commercial bank","active","officially-verified","","https://www.cbn.gov.ng/Out/2024/CCD/LIST%20OF%20DEPOSIT%20MONEY%20BANKS%20AS%20AT%2026TH%20APRIL%2C%202024%20%281%29.pdf","regulator","2026-07-13","","2026-07-13","2026-07-13"
"access-holdings","Access Holdings Plc","Access Holdings","Access Holdings Plc","financial-holding-company","financial-holding-company","NG","nigerian-company","CBN","Financial holding company","active","officially-verified","","https://www.cbn.gov.ng/Out/2025/FPRD/DECEMBER%202024%20FINANCIAL%20STABILITY%20REPORT%20FINAL.pdf","regulator","2026-07-13","","2026-07-13","2026-07-13"
"access-insurance-brokers","ACCESS INSURANCE BROKERS","ACCESS INSURANCE BROKERS","RBC-1036","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"accesspower-payments-solutions","AccessPower Payments Solutions Limited","AccessPower Payments Solutions","AccessPower Payments Solutions Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"accion-microfinance-bank","Accion Microfinance Bank Limited","Accion Microfinance Bank","Accion Microfinance Bank Limited|ACCION MICROFINANCE BANK LTD|N/A","microfinance-bank","digital-lender|microfinance-bank","NG","market-only","FCCPC","Digital money lender approval","status-unknown","market-verified","https://www.accionmfb.com/","https://fccpc.gov.ng/registration-of-digital-money-lenders/|https://www.accionmfb.com/","regulator|official-website","2026-07-13|2026-07-13","","2026-07-13","2026-07-13"
"aceline-insurance-brokers","Aceline Insurance Brokers Ltd","Aceline Insurance Brokers","Aceline Insurance Brokers Ltd|RBC-668","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"acha-global-hub","ACHA GLOBAL HUB LIMITED","ACHA GLOBAL HUB","ACHA GLOBAL HUB LIMITED","remittance-imto","remittance-imto","NG","nigerian-company","CBN","International money transfer operator","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/InternationalMoneyTransferOperators.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"acorn-lending","ACORN LENDING LTD","ACORNCREDIT","ACORN LENDING LTD|ACORNCREDIT|ZUBALOAN","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"hoil-investment","HOIL INVESTMENT LIMITED","ADASHE","ADASHE|HOIL INVESTMENT LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"addosser-insurance-brokers","Addosser Insurance Brokers Ltd","Addosser Insurance Brokers","Addosser Insurance Brokers Ltd|RBC-1021","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"adept-insurance-brokers","Adept Insurance Brokers Ltd","Adept Insurance Brokers","Adept Insurance Brokers Ltd|RBC-957","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"adequate-alliance-assurance-brokers","Adequate Alliance Assurance Brokers Ltd","Adequate Alliance Assurance Brokers","Adequate Alliance Assurance Brokers Ltd|RBC-1125","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"adsa-insurance-brokers","ADSA Insurance Brokers Ltd","ADSA Insurance Brokers","ADSA Insurance Brokers Ltd|RBC-972","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"arm-microfinance-bank","ARM MICROFINANCE BANK LTD","ADVANA MOBILE","ADVANA MOBILE|ARM MICROFINANCE BANK LTD","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"advancly-technologies","ADVANCLY TECHNOLOGIES NIGERIA LIMITED","ADVANCLY","ADVANCLY|ADVANCLY TECHNOLOGIES NIGERIA LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"advent-first-diamond-insurance-brokers","Advent (First Diamond) Insurance Brokers Ltd","Advent (First Diamond) Insurance Brokers","Advent (First Diamond) Insurance Brokers Ltd|RBC-489","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"adx-credit","ADX CREDIT LIMITED","ADX CREDIT MOBILE","ADX CREDIT LIMITED|ADX CREDIT MOBILE|ADXCREDIT.COM","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"aegis-insurance-brokers","Aegis Insurance Brokers Ltd","Aegis Insurance Brokers","Aegis Insurance Brokers Ltd|RBC-1193","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"aella-financial-solutions","AELLA FINANCIAL SOLUTIONS LIMITED","AELLA","AELLA|AELLA FINANCIAL SOLUTIONS LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"afara-partners","Afara Partners Limited","Afara Partners","Afara Partners Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"afn-insurance-brokers","AFN Insurance Brokers Ltd","AFN Insurance Brokers","AFN Insurance Brokers Ltd|RBC-245","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"afri-ovis-insurance-brokers","Afri-Ovis Insurance Brokers Ltd","Afri-Ovis Insurance Brokers","Afri-Ovis Insurance Brokers Ltd|RBC-31","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"africa-mama-atm","Africa Mama Atm Limited","Africa Mama Atm","Africa Mama Atm Limited","super-agent","super-agent","NG","nigerian-company","CBN","Super-agent","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"african-alliance-insurance","African Alliance Insurance Plc","African Alliance Insurance","AAIP|African Alliance Insurance Plc","insurer","insurer","NG","nigerian-company","NAICOM","Insurance company","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllInsurers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"african-general-insurance-brokers","African General Insurance Brokers Ltd","African General Insurance Brokers","African General Insurance Brokers Ltd|RBC-1145","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"africave-technologies","Africave Technologies Limited","Africave Technologies","Africave Technologies Limited","super-agent","super-agent","NG","nigerian-company","CBN","Super-agent","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"afriglobal-insurance-brokers","Afriglobal Insurance Brokers Ltd","Afriglobal Insurance Brokers","Afriglobal Insurance Brokers Ltd|RBC-135","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"afrigo-financial-services","Afrigo Financial Services Limited","Afrigo Financial Services","Afrigo Financial Services Limited","card-scheme","card-scheme","NG","nigerian-company","CBN","Card/payment scheme","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"afrinvest-securities","Afrinvest Securities Limited","Afrinvest","Afrinvest Securities|Afrinvest West Africa","stockbroker","stockbroker|investment-manager","NG","nigerian-company","SEC Nigeria","Broker/dealer|Fund/portfolio manager","active","officially-verified","https://www.afrinvest.com/","https://home.sec.gov.ng/for-investors/find-a-registered-operator/|https://www.afrinvest.com/home/","regulator|official-website","2026-07-14|2026-07-14","afrinvest-securities","2026-07-14","2026-07-14"
"afrisurge-technologies","AFRISURGE TECHNOLOGIES LIMITED","AFRISURGE TECHNOLOGIES","AFRISURGE TECHNOLOGIES LIMITED","remittance-imto","remittance-imto","NG","nigerian-company","CBN","International money transfer operator","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/InternationalMoneyTransferOperators.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"fortune-fish-international","FORTUNE FISH INTERNATIONAL LIMITED","AFROLOAN","AFROKASH|AFROLOAN|FORTUNE FISH INTERNATIONAL LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"agglos-insurance-brokers","Agglos Insurance Brokers Ltd","Agglos Insurance Brokers","Agglos Insurance Brokers Ltd|RBC-803","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"datapower-global-services","DATAPOWER GLOBAL SERVICES LTD","AI CREDIT","AI CREDIT|AI CREDIT INSIGHT|DATAPOWER GLOBAL SERVICES LTD","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"aibanc-technologies","AIBANC TECHNOLOGIES LIMITED","AIBANC MOBILE","AIBANC MOBILE|AIBANC TECHNOLOGIES LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"ishiagu-microfinance-bank","ISHIAGU MICROFINANCE BANK LIMITED","AIDACREDIT","AIDACREDIT|AIDAMONI|ISHIAGU MICROFINANCE BANK LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"aiico-insurance","AIICO Insurance PLC","AIICO Insurance","AIIC|AIICO Insurance PLC","insurer","insurer","NG","nigerian-company","NAICOM","Insurance company","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllInsurers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"commercemen-trading-co","COMMERCEMEN TRADING CO. LIMITED","AIRMONI","AIRMONI|COMMERCEMEN TRADING CO. LIMITED|HAPPIMONI","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"airtel-mobile-commerce-nigeria-limited-airtel","Airtel Mobile Commerce Nigeria Limited (Airtel)","Airtel Mobile Commerce Nigeria Limited (Airtel)","","super-agent","super-agent","NG","nigerian-company","CBN","Super-agent","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"akilaah-solution","AKILAAH SOLUTION LIMITED","AKILAAH","AKILAAH|AKILAAH SOLUTION LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"akupay-services","Akupay Services Limited","Akupay Services","Akupay Services Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"aladdin-scheme","ALADDIN SCHEME LIMITED","ALADDIN DIGITAL","ALADDIN DIGITAL|ALADDIN SCHEME LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"alaje-technology","Alaje Technology Limited","Alaje Technology","Alaje Technology Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"albert-thomas-insurance-brokers","Albert Thomas Insurance Brokers Ltd","Albert Thomas Insurance Brokers","Albert Thomas Insurance Brokers Ltd|RBC-991","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"aleezah-nig","ALEEZAH NIG. LTD","ALEEZAH","ALEEZAH|ALEEZAH NIG. LTD","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"little-ant","LITTLE ANT LIMITED","ALEND","ALEND|LITTLE ANT LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"alexander-reisse-insurance-brokers-l-t-d","Alexander Reisse Insurance Brokers L.t.d","Alexander Reisse Insurance Brokers L.t.d","RBC-279","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"alfam-insurance-brokers","Alfam Insurance Brokers Ltd","Alfam Insurance Brokers","Alfam Insurance Brokers Ltd|RBC-162","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"alhikmah-insurance-brokers","Alhikmah Insurance Brokers Ltd","Alhikmah Insurance Brokers","Alhikmah Insurance Brokers Ltd|RBC-1047","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"aliancepay","Aliancepay Limited","Aliancepay","Aliancepay Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"allawee-technologies","ALLAWEE TECHNOLOGIES LIMITED","ALLAWEE","ALLAWEE|ALLAWEE TECHNOLOGIES LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"alliance-and-general-insurance-company","Alliance & General Insurance Company Ltd","Alliance & General Insurance Company","AGIC|Alliance & General Insurance Company Ltd","insurer","insurer","NG","nigerian-company","NAICOM","Insurance company","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllInsurers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"allianz-nigeria-insurance","Allianz Nigeria Insurance Ltd","Allianz Nigeria Insurance","Allianz Nigeria Insurance Ltd|UACL","insurer","insurer","NG","nigerian-company","NAICOM","Insurance company","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllInsurers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"allstream-information-technology-solutions","Allstream Information Technology Solutions Limited","Allstream Information Technology Solutions","Allstream Information Technology Solutions Limited","super-agent","super-agent","NG","nigerian-company","CBN","Super-agent","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"ally-microinsurance","ALLY MICROINSURANCE LIMITED","ALLY MICROINSURANCE","ALLY MICROINSURANCE LIMITED|ALML","insurer","insurer","NG","nigerian-company","NAICOM","Insurance company","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllInsurers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"alpha-choice-insurance-brokers-l-t-d","Alpha Choice Insurance Brokers L.t.d","Alpha Choice Insurance Brokers L.t.d","RBC-550","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"alsan-insurance-brokers","Alsan Insurance Brokers Ltd","Alsan Insurance Brokers","Alsan Insurance Brokers Ltd|RBC-312","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"amana-venture","AMANA VENTURE LTD","AMANACASH","AMANA VENTURE LTD|AMANACASH|GENZEECASH","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"american-express-international","American Express International","American Express International","","card-scheme","card-scheme","NG","nigerian-company","CBN","Card/payment scheme","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"amicable-insurance-brokers","Amicable Insurance Brokers Ltd","Amicable Insurance Brokers","Amicable Insurance Brokers Ltd|RBC-939","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"anatole-insurance-brokers","Anatole Insurance Brokers Ltd","Anatole Insurance Brokers","Anatole Insurance Brokers Ltd|RBC-785","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"anchor-insurance-company","Anchor Insurance Company Ltd","Anchor Insurance Company","AICL|Anchor Insurance Company Ltd","insurer","insurer","NG","nigerian-company","NAICOM","Insurance company","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllInsurers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"andray-finance","ANDRAY FINANCE LIMITED","ANDRAY FINANCE","ANDRAY FINANCE|ANDRAY FINANCE LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"angala-financial-technologies","Angala Financial Technologies Limited","Angala Financial Technologies","Angala Financial Technologies Limited","super-agent","payment-solution-service-provider|super-agent","NG","nigerian-company","CBN","PSSP|Super-agent","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"anjie-consult-insurance-brokers","Anjie Consult Insurance Brokers Ltd","Anjie Consult Insurance Brokers","Anjie Consult Insurance Brokers Ltd|RBC-1175","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"antpay-international","ANTPAY INTERNATIONAL LIMITED","ANTPAY","ANTPAY|ANTPAY INTERNATIONAL LIMITED","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"apex-lending","APEX LENDING LIMITED","APEX LOAN","APEX LENDING LIMITED|APEX LOAN","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"green-tech-innovations","GREEN TECH INNOVATIONS LIMITED","APLINCREDIT","APLINCREDIT|GENCREDIT|GREEN TECH INNOVATIONS LIMITED|NAIRANEST","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"newducks-nig","NEWDUCKS NIG LTD","APPCREDIT","APPCREDIT|NEWDUCKS NIG LTD","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"appglobal-technologies","Appglobal Technologies Limited","Appglobal Technologies","Appglobal Technologies Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"appmart-integrated","Appmart Integrated Limited","Appmart Integrated","Appmart Integrated Limited","super-agent","payment-solution-service-provider|payment-terminal-service-provider|super-agent","NG","nigerian-company","CBN","PSSP|PTSP|Super-agent","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"arca-payments-company","Arca Payments Company Limited","Arca Payments Company","Arca Payments Company Limited","switching-processing","switching-processing","NG","nigerian-company","CBN","Switching and processing","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
